source_file,source_batch,source_row,source_field_count,date_or_range,evidence_class,scope,item_or_person,source_or_repository,status,significance,next_action,source_id,source_type,date,title_or_description,author_or_signature,location_or_url,relevance_to_MS38_005,evidentiary_use,caution,author,local_file,relevance_to_004_005,date_or_stage,proposition,claim_strength,notes,locus,claim,evidence_status,use,title_or_item,locus_or_pages,url_or_archive,role_in_argument,source_overflow_1,source_overflow_2,title,exact_locus,relevance,relation_to_lovejoy,actor,url_or_location
research_notes/MS38_005_source_register_batch51_delta.csv,51,4,9,,,,,,,,,DAHLMANN1896,primary monograph,1896,Nirvāṇa / Vorgeschichte des Buddhismus,,,,Parallel has probative force only when historically discriminating; combines continuity with family-resemblance caution,Verify exact edition title page before publication bibliography,Joseph Dahlmann S.J.,Nirvāṇa.pdf_by_PaddleOCR-VL-1.6.json,Third position in Buddhism–Sāṃkhya derivation debate,,,,,,,,,,,,,,,,,,,,
research_notes/MS38_005_source_register_batch51_delta.csv,51,5,9,,,,,,,,,SENART_HARLEZ,primary essay,1890s,"Contribution in Mélanges Charles de Harlez, cited by Jacobi pp.281ff.; Lovejoy references À propos de la théorie bouddhique des douze nidānas",,,,"Direct/immediate derivation requires detailed/formal coincidences; accepts some Sāṃkhya action but insists on conditions, character, and historical layers",Exact essay title and printed pagination should be normalized from volume title/contents before final bibliography,Émile Senart,mlangescharlesd00goog.pdf_by_PaddleOCR-VL-1.6.json,Direct primary control for derivation threshold and stratification,,,,,,,,,,,,,,,,,,,,
research_notes/MS38_005_source_register_batch51_delta.csv,51,6,9,,,,,,,,,LOVEJOY004_KHANDHA,manuscript note,1898,004 p42 / MS p123: khandha formula probably pre-Buddhistic and current at the period,,,,Internal negative control against unique-source inference,Working transcription; verify image for direct quotation,Arthur O. Lovejoy,MS38_004_001_061_004_p037-054_clean.json,Shows Lovejoy himself uses ambient-common-material explanation,,,,,,,,,,,,,,,,,,,,
research_notes/MS38_005_source_register_batch51_delta.csv,51,7,9,,,,,,,,,LOVEJOY004_AVIJJA,manuscript note,1898,004 p51ff.: avijjā structural role requires influence of an outside tradition; saṅkhāra compared structurally with Sāṃkhya-Yoga,,,,Internal positive warrant: structural specificity rather than lexical overlap,Some wording medium-confidence; direct quotation should be image-checked,Arthur O. Lovejoy,MS38_004_001_061_004_p037-054_clean.json,Shows Lovejoy also permits influence inference when structural role is not internally motivated,,,,,,,,,,,,,,,,,,,,
research_notes/MS38_005_source_register_batch52_delta.csv,52,2,7,,,,,,,,,MS38_004 notebook,Lovejoy manuscript,,,,,,chronological control against treating Paris as origin of decomposition,,,,,pre-Paris Harvard phase,Composite provenance and lexical/formal recurrence do not by themselves establish semantic identity or present unintelligibility,A,Especially p.49 and upadana/upadi sections; wording of 'discoverable technical system' remains medium confidence,,,,,,,,,,,,,,,,
research_notes/MS38_005_source_register_batch52_delta.csv,52,3,7,,,,,,,,,"Lovejoy, The Buddhistic technical terms upadana and upadisesa",Lovejoy publication,,,,,,published pre-Paris control for evidentiary separation,,,,,Harvard-affiliated 1898 publication,Meaning is tested by canonical usage; derivational or compound relations do not automatically settle semantic identity,A,Local clean corpus contains full article; Harvard University affiliation explicit,,,,,,,,,,,,,,,,
research_notes/MS38_005_source_register_batch52_delta.csv,52,4,7,,,,,,,,,"Senart, A propos de la theorie bouddhique des douze nidanas",primary contemporary scholarship,,,,,,negative control against claiming Lovejoy invented decomposition,,,,,1890s controversy,"Term filiation, stratification and composite-source analysis already belong to contemporary Indology",A,Uploaded primary now local,,,,,,,,,,,,,,,,
research_notes/MS38_005_source_register_batch52_delta.csv,52,5,7,,,,,,,,,MS38_005 notebook,Lovejoy manuscript,,,,,,evidence for domain migration from lexical-semantic to ritual-causal discrimination,,,,,Paris / Marillier phase,"Outwardly similar rites must be separated by motive, social relation, causal mechanism and historical layer; syncretism can combine originally distinct motives",A,p.65 syncretism; later sacrifice/cannibalism/blood blocks; negative cases central,,,,,,,,,,,,,,,,
research_notes/MS38_005_source_register_batch52_delta.csv,52,6,7,,,,,,,,,Marillier EPHE / Mauss / Soderblom controls,institutional and student evidence,,,,,,explains expansion of research ecology without making method-origin claim,,,,,Paris comparative-religion environment,Workshop circulated bibliographies/notes and trained critique/redivision of facts,A/B,Does not prove Marillier invented Lovejoy's analytic operator or that Mauss directly influenced Lovejoy,,,,,,,,,,,,,,,,
research_notes/MS38_005_source_register_batch52_delta.csv,52,7,7,,,,,,,,,Lovejoy 1906 primitive philosophy,Lovejoy publication,,,,,,endpoint for operator migration -> causal abstraction model,,,,,1906 endpoint,"Impersonal, transferable, quasi-mechanical efficacy is abstracted across comparative cases",B,"Developmental continuity is strong inference, not direct self-report of a three-stage method",,,,,,,,,,,,,,,,
research_notes/MS38_005_source_register_batch53_delta.csv,53,2,7,,,,,,,,,MS38_004_001_061_004,manuscript,c.1896-1898,,,,,,,,,,,,,,PDF p20 / MS p71,"Lovejoy already uses 'technical working out', 'inter-relation', and 'careful analysis' for dependent origination before Paris",primary corrected transcription,controls against claiming Marillier as origin of analysis,,,,,,,,,,,,
research_notes/MS38_005_source_register_batch53_delta.csv,53,3,7,,,,,,,,,MS38_004_001_061_004,manuscript,c.1896-1898,,,,,,,,,,,,,,PDF p37 / MS p107,Causal vocabulary is explicit in 'Infinity of Causal Series' and link-by-link cause language,primary corrected transcription,lexical bridge to 005 causal analysis,,,,,,,,,,,,
research_notes/MS38_005_source_register_batch53_delta.csv,53,4,7,,,,,,,,,MS38_004_001_061_004,manuscript,c.1896-1898,,,,,,,,,,,,,,PDF pp49-50 / MS pp137-139,Lovejoy separates composite provenance from technical arrangement and temporal/logical relation,primary corrected transcription,pre-Paris inference-rule control,,,,,,,,,,,,
research_notes/MS38_005_source_register_batch53_delta.csv,53,5,7,,,,,,,,,MS38_004_001_061_005,manuscript,1898-1899+,,,,,,,,,,,,,,PDF pp14-15 / MS pp27-29,Future-life system is decomposed into heterogeneous determinants of destiny: naturalistic ritual social and moral,primary corrected transcription,earliest clear determinant vocabulary in 005,,,,,,,,,,,,
research_notes/MS38_005_source_register_batch53_delta.csv,53,6,7,,,,,,,,,MS38_004_001_061_005,manuscript,1898-1899+,,,,,,,,,,,,,,PDF p61 / MS p123,"Sacrifice analysis explicitly links analyze carefully, determine natural/social character, historical reinterpretation, and motive",primary corrected transcription low-medium,strong lexical support for operator migration,,,,,,,,,,,,
research_notes/MS38_005_source_register_batch53_delta.csv,53,7,7,,,,,,,,,MS38_004_001_061_005,manuscript,1898-1899+,,,,,,,,,,,,,,PDF p65 / MS p131,Several motives may be mingled; delicate analysis separates ritual elements; syncretism combines previously distinct characters,primary corrected transcription medium,cleanest 005 statement of redivision grammar,,,,,,,,,,,,
research_notes/MS38_005_source_register_batch53_delta.csv,53,8,7,,,,,,,,,MS38_004_001_061_005,manuscript,1898-1899+,,,,,,,,,,,,,,PDF p106,Present ceremonial form is poor evidence for original motive/cause in anthropophagy,primary corrected transcription medium,ritual analogue of 004 form/function evidentiary rule,,,,,,,,,,,,
research_notes/MS38_005_source_register_batch53_delta.csv,53,9,7,,,,,,,,,Batch53 synthesis,research_note,2026-08-18,,,,,,,,,,,,,,004→005 lexical comparison,Paris marks migration of an inference rule from term-in-text to rite-in-report rather than first acquisition of analysis,interpretive synthesis,paper architecture correction,,,,,,,,,,,,
research_notes/MS38_005_source_register_batch54_delta.csv,54,2,9,,,,,,,,,,primary_manuscript,c.1897-98,,,,,,Exact wording partly handwritten,Arthur O. Lovejoy,,,,,,,,,direct manuscript medium-high,,MS38_004 notebook,PDF p17,/uploaded/MS38_004_001_061_004.pdf,Sankhya resemblance does not prove complete later system historically,,,,,,,,
research_notes/MS38_005_source_register_batch54_delta.csv,54,3,9,,,,,,,,,,primary_manuscript,c.1897-98,,,,,,None material,Arthur O. Lovejoy,,,,,,,,,direct manuscript high,,MS38_004 notebook,PDF p18,/uploaded/MS38_004_001_061_004.pdf,Prima-facie practical agnosticism is not a necessary interpretation,,,,,,,,
research_notes/MS38_005_source_register_batch54_delta.csv,54,4,9,,,,,,,,,,primary_manuscript,c.1897-98,,,,,,Exact discoverable-technical-system wording medium confidence,Arthur O. Lovejoy,,,,,,,,,direct manuscript medium,,MS38_004 notebook,PDF p49,/uploaded/MS38_004_001_061_004.pdf,Composite provenance and heterogeneity do not entail accidental/unintelligible arrangement,,,,,,,,
research_notes/MS38_005_source_register_batch54_delta.csv,54,5,9,,,,,,,,,,primary_manuscript,1898-99,,,,,,Ethnographic citations partly uncertain,Arthur O. Lovejoy,,,,,,,,,direct manuscript medium-high,,MS38_005 notebook,PDF pp16-20,/uploaded/MS38_004_001_061_005.pdf,Differential afterlife does not itself establish moral causation,,,,,,,,
research_notes/MS38_005_source_register_batch54_delta.csv,54,6,9,,,,,,,,,,primary_manuscript,1898-99,,,,,,Source references partly uncertain,Arthur O. Lovejoy,,,,,,,,,direct manuscript medium-high,,MS38_005 notebook,PDF pp70-71,/uploaded/MS38_004_001_061_005.pdf,Ritual killing and cannibalism do not automatically establish sacrifice,,,,,,,,
research_notes/MS38_005_source_register_batch54_delta.csv,54,7,9,,,,,,,,,,primary_manuscript,1898-99,,,,,,Several bibliographic references uncertain,Arthur O. Lovejoy,,,,,,,,,direct manuscript medium-high,,MS38_005 notebook,PDF pp83-90,/uploaded/MS38_004_001_061_005.pdf,Blood/body material and efficacy do not automatically establish communion or fetish spirit,,,,,,,,
research_notes/MS38_005_source_register_batch54_delta.csv,54,8,9,,,,,,,,,,primary_manuscript,1898-99,,,,,,Exact motive words vary in transcription confidence,Arthur O. Lovejoy,,,,,,,,,direct manuscript medium-high,,MS38_005 notebook,PDF pp106-119,/uploaded/MS38_004_001_061_005.pdf,Ceremoniality injury ingestion and killing lose diagnostic force for sacramental origin,,,,,,,,
research_notes/MS38_005_source_register_batch54_delta.csv,54,9,9,,,,,,,,,,primary_published,1899,,,,,,No evidence Lovejoy read it,Henri Hubert and Marcel Mauss,,,,,,,,,primary published,,Essai sur la nature et la fonction du sacrifice,L'Année sociologique 2:29-138; 1909 reprint lines 140-156,https://fr.wikisource.org/wiki/M%C3%A9langes_d%E2%80%99histoire_des_religions/Essai_sur_la_nature_et_la_fonction_du_sacrifice,Contemporaneous methodological control: analogy/apparent simplicity/broad rubric cannot establish genealogy,,,,,,,,
research_notes/MS38_005_source_register_batch54_delta.csv,54,10,9,,,,,,,,,,primary_published,1899,,,,,,Do not conflate with Lovejoy mechanism pluralism,Henri Hubert and Marcel Mauss,,,,,,,,,primary published,,Essai sur la nature et la fonction du sacrifice,1909 reprint lines 202-214,same,After anti-genealogical critique they reconstruct a generic sacrificial mechanism,,,,,,,,
research_notes/MS38_005_source_register_batch54_delta.csv,54,11,9,,,,,,,,,,primary_published,1899,,,,,,Useful Marillier node not direct Lovejoy-Mauss contact,Henri Hubert and Marcel Mauss,,,,,,,,,primary published,,Essai sur la nature et la fonction du sacrifice,footnote 2 / reprint lines 615-616,same,Names Marillier La place du totémisme among strongest critiques of Robertson Smith,,,,,,,,
research_notes/MS38_005_source_register_batch55_delta.csv,55,2,9,,,,,,,,,,primary_manuscript,1898-99,,,,,,Local first-pass p62 title correction issue affects Steinmetz only not Trumbull,Arthur O. Lovejoy,,,,,,,,,direct manuscript medium-high,,MS38_005 notebook,PDF p62; p78; pp84-90,/uploaded/MS38_004_001_061_005.pdf,Trumbull Blood Covenant and Threshold Covenant in blood/foundation problem cluster,,,,,,,,
research_notes/MS38_005_source_register_batch55_delta.csv,55,3,9,,,,,,,,,,primary_manuscript,1898-99,,,,,,Exact page number in Kingsley not yet collated,Arthur O. Lovejoy,,,,,,,,,direct manuscript medium-high,,MS38_005 notebook,PDF pp87-90,/uploaded/MS38_004_001_061_005.pdf,Miss Kingsley in West-African blood/fetish/house-protection sequence,,,,,,,,
research_notes/MS38_005_source_register_batch55_delta.csv,55,4,9,,,,,,,,,,primary_manuscript,1898-99,,,,,,Exact Lovejoy source-page references not all secure,Arthur O. Lovejoy,,,,,,,,,direct manuscript medium,,MS38_005 notebook,PDF p63 and following African sequence,/uploaded/MS38_004_001_061_005.pdf,Callaway Religious System of the Amazulu as African/ancestral-sacrifice source,,,,,,,,
research_notes/MS38_005_source_register_batch55_delta.csv,55,5,9,,,,,,,,,,primary_manuscript,1898-99,,,,,,Exact ethnographic source partly uncertain,Arthur O. Lovejoy,,,,,,,,,direct manuscript medium,,MS38_005 notebook,PDF p76,/uploaded/MS38_004_001_061_005.pdf,Human victim as messenger/communication mechanism,,,,,,,,
research_notes/MS38_005_source_register_batch55_delta.csv,55,6,9,,,,,,,,,,primary_manuscript,1898-99,,,,,,Several source details uncertain,Arthur O. Lovejoy,,,,,,,,,direct manuscript medium-high,,MS38_005 notebook,PDF pp84-86,/uploaded/MS38_004_001_061_005.pdf,Foundation blood/body parts as protective or intrinsic efficacy rather than automatic communion,,,,,,,,
research_notes/MS38_005_source_register_batch55_delta.csv,55,7,9,,,,,,,,,,primary_published,1899,,,,,,No proof Lovejoy read essay,Henri Hubert and Marcel Mauss,,,,,,,,,primary published,,Essai sur la nature et la fonction du sacrifice,fn17-18; fn377; reprint lines645-646 and 1121,https://fr.wikisource.org/wiki/M%C3%A9langes_d%E2%80%99histoire_des_religions/Essai_sur_la_nature_et_la_fonction_du_sacrifice,Exact Trumbull Blood Covenant/Threshold Covenant overlap; construction blood and threshold problem,,,,,,,,
research_notes/MS38_005_source_register_batch55_delta.csv,55,8,9,,,,,,,,,,primary_published,1899,,,,,,Shared bibliographic micro-neighborhood not direct transmission,Henri Hubert and Marcel Mauss,,,,,,,,,primary published,,Essai sur la nature et la fonction du sacrifice,fn213 reprint line911,same,Kingsley Travels in West Africa p454 cited beside Marillier 1898 in blood/idol evidence,,,,,,,,
research_notes/MS38_005_source_register_batch55_delta.csv,55,9,9,,,,,,,,,,primary_published,1899,,,,,,Canonical source overlap alone weak; cumulative constellation stronger,Henri Hubert and Marcel Mauss,,,,,,,,,primary published,,Essai sur la nature et la fonction du sacrifice,fn383 line1129; fn512 line1275,same,Callaway Religious System of the Amazulu exact work/page references,,,,,,,,
research_notes/MS38_005_source_register_batch55_delta.csv,55,10,9,,,,,,,,,,primary_published,1899,,,,,,Proposition overlap not proof of reading,Henri Hubert and Marcel Mauss,,,,,,,,,primary published,,Essai sur la nature et la fonction du sacrifice,fn385 lines1132-1134,same,Victim frequently imagined as messenger; sacred carrier directed toward objective,,,,,,,,
research_notes/MS38_005_source_register_batch55_delta.csv,55,11,9,,,,,,,,,,primary_published,1899,,,,,,Hardens shared Marillier node but not direct Mauss-Lovejoy relation,Henri Hubert and Marcel Mauss,,,,,,,,,primary published,,Essai sur la nature et la fonction du sacrifice,fn2 lines615-616 and repeated footnotes,same,Marillier La place du totémisme named among strongest Robertson Smith critics and repeatedly cited,,,,,,,,
research_notes/MS38_005_source_register_batch55_delta.csv,55,12,9,,,,,,,,,,primary_published,1899,,,,,,Key controlled divergence from Lovejoy's more plural mechanism field,Henri Hubert and Marcel Mauss,,,,,,,,,primary published,,Essai sur la nature et la fonction du sacrifice,lines202-214; 412-419,same,Rebuilds diverse sacrifice as one generic mechanism after rejecting historical genealogy,,,,,,,,
research_notes/MS38_005_source_register_batch56_delta.csv,56,2,9,,,,,,,,,,primary_published,1899,,,,,,Original 1899 page mapping not yet substituted,Henri Hubert and Marcel Mauss,,,,,,,,,primary published,,Essai sur la nature et la fonction du sacrifice,fn213 / 1909 reprint line911,https://fr.wikisource.org/wiki/M%C3%A9langes_d%E2%80%99histoire_des_religions/Essai_sur_la_nature_et_la_fonction_du_sacrifice,Kingsley Travels in West Africa p454 exact locus in blood/idol cluster,,,,,,,,
research_notes/MS38_005_source_register_batch56_delta.csv,56,3,9,,,,,,,,,,primary_manuscript,1898-99,,,,,,Page number c525 not fully secure; visual second pass required,Arthur O. Lovejoy,,,,,,,,,direct manuscript medium-high,,MS38_005 notebook,PDF pp89-90,/uploaded/MS38_004_001_061_005.pdf,Kingsley used for West-African fetish/amulet/blood-protected houses; visible page appears c525,,,,,,,,
research_notes/MS38_005_source_register_batch56_delta.csv,56,4,9,,,,,,,,,,primary_published,1899,,,,,,Original 1899 page mapping not yet substituted,Henri Hubert and Marcel Mauss,,,,,,,,,primary published,,Essai sur la nature et la fonction du sacrifice,fn383 / line1129 and fn512 / line1275,same,Callaway Religious System of the Amazulu pp59 n14 and 92 exact loci,,,,,,,,
research_notes/MS38_005_source_register_batch56_delta.csv,56,5,9,,,,,,,,,,primary_manuscript,1898-99,,,,,,143 requires visual verification; p77 page reference unclear,Arthur O. Lovejoy,,,,,,,,,direct manuscript low-medium,,MS38_005 notebook,PDF p74 and p77,/uploaded/MS38_004_001_061_005.pdf,Callaway used in offerings/ancestor/sacrifice cluster; raw trace appears Callaway 143 and other uncertain loci,,,,,,,,
research_notes/MS38_005_source_register_batch56_delta.csv,56,6,9,,,,,,,,,,primary_published,1899,,,,,,Exact original pagination pending,Henri Hubert and Marcel Mauss,,,,,,,,,primary published,,Essai sur la nature et la fonction du sacrifice,fn17-18; fn377 / lines645-646 and1121,same,Threshold Covenant p1 sqq and Blood Covenant; foundation/threshold blood cluster,,,,,,,,
research_notes/MS38_005_source_register_batch56_delta.csv,56,7,9,,,,,,,,,,primary_manuscript,1898-99,,,,,,Specific Trumbull page numbers uncertain,Arthur O. Lovejoy,,,,,,,,,direct manuscript medium-high,,MS38_005 notebook,PDF p62; p78; pp84-86,/uploaded/MS38_004_001_061_005.pdf,Both Trumbull titles and same blood/foundation problem node,,,,,,,,
research_notes/MS38_005_source_register_batch56_delta.csv,56,8,9,,,,,,,,,,analytic_control,2026-08-18,,,,,,Negative result is provisional because several Lovejoy page numbers remain uncertain,Research collation,,,,,,,,,analyst inference,,Page-level source comparison,Batch56,repo research note,Bibliographic convergence currently without extract identity; supports shared field more strongly than direct packet copying,,,,,,,,
research_notes/MS38_005_source_register_batch57_delta.csv,57,2,9,,,,,,,,,,primary_manuscript,1898-99,,,,,,Exact Trumbull page now secure; surrounding compressed wording still relies on corrected transcription,Arthur O. Lovejoy,,,,,,,,,direct manuscript high,,MS38_005 notebook,PDF p85 / MS p173,/uploaded/MS38_004_001_061_005.pdf,Exact visual reading V. Trumbull Blood Cov't 118; anchors curative/life-giving blood sequence,,,,,,,,
research_notes/MS38_005_source_register_batch57_delta.csv,57,3,9,,,,,,,,,,primary_manuscript,1898-99,,,,,,Exact page secure; some adjacent ethnographic wording remains uncertain,Arthur O. Lovejoy,,,,,,,,,direct manuscript high,,MS38_005 notebook,PDF p86 / MS p175,/uploaded/MS38_004_001_061_005.pdf,Exact visual reading (quot. Trumbull p.129) in Ashantee/Gold-Coast transferable-quality cluster,,,,,,,,
research_notes/MS38_005_source_register_batch57_delta.csv,57,4,9,,,,,,,,,,primary_published,1885,,,,,,Use printed pagination in final citation,H. Clay Trumbull,,,,,,,,,primary published,,The Blood Covenant,p.118,https://www.gutenberg.org/files/48236/old/48236-h/48236-h.htm,Blood-bath/curative material and transfer-of-life interpretation directly matches Lovejoy's p118 extraction,,,,,,,,
research_notes/MS38_005_source_register_batch57_delta.csv,57,5,9,,,,,,,,,,primary_published,1885,,,,,,Sequential-reading claim is strong inference from ordered examples plus exact endpoints,H. Clay Trumbull,,,,,,,,,primary published,,The Blood Covenant,pp.124-129,https://www.gutenberg.org/files/48236/old/48236-h/48236-h.htm,Rejuvenation -> prophylactic blood covering -> new nature/quality transfer -> Ashantee p129 reconstructs continuous sequence behind Lovejoy pp85-86,,,,,,,,
research_notes/MS38_005_source_register_batch57_delta.csv,57,6,9,,,,,,,,,,primary_published,1896,,,,,,Lovejoy exact Threshold Covenant page not yet recovered,H. Clay Trumbull,,,,,,,,,primary published,,The Threshold Covenant,p.45ff / Laying Foundations in Blood,https://www.gutenberg.org/cache/epub/49216/pg49216-images.html,Covenantal interpretation of foundation/threshold blood provides foil for Lovejoy's independent protective-efficacy classification,,,,,,,,
research_notes/MS38_005_source_register_batch57_delta.csv,57,7,11,,,,,,,,,,primary_published,1899,,,,,,Trumbull used to distinguish direct blood-alliance fusion from victim-mediated sacrifice and to analyze construction sacrifice,Henri Hubert and Marcel Mauss,,,,,,,,,_1909.djvu/62,,Essai sur la nature et la fonction du sacrifice,1909 reprint p62 and construction note p139,https://fr.wikisource.org/wiki/Page:Hubert,_Mauss_-_M%C3%A9langes_d%E2%80%99histoire_des_religions,primary published,Restore original 1899 pagination for publication; no direct Lovejoy reading proof,,,,,,
research_notes/MS38_005_source_register_batch57_delta.csv,57,8,9,,,,,,,,,,analytic_control,2026-08-18,,,,,,Do not infer fixed Marillier packet or direct Mauss transmission,Research collation,,,,,,,,,analyst inference,,Trumbull exact-page source transformation,Batch57,repo research note,Lovejoy direct Trumbull uptake upgrades to exact-page/sequential level while Lovejoy-Hubert-Mauss remains shared-field/mediated adjacency,,,,,,,,
research_notes/MS38_005_source_register_batch57_delta.csv,57,9,9,,,,,,,,,,analytic_bridge,2026-08-18,,,,,,Not proof that Primitive Energetics derives uniquely or directly from Trumbull,Research collation,,,,,,,,,strong historical inference,,005 to 1906 source-pruning hypothesis,Batch57 + existing 1906 concordance,repo research notes,Concrete Trumbull cases are reclassified in 005; later transferable/quasi-mechanical efficacy survives in 1906 while customs bibliography is pruned,,,,,,,,
research_notes/MS38_005_source_register_batch58_delta.csv,58,2,10,,,,,,,,,B58-01,primary ethnography,1897,,,,,,,Mary H. Kingsley,,,,,,Unabridged pagination; first-edition index confirms Sasabonsum/Suhman 509-511,,,verified primary,,,,,,,,Travels in West Africa,p.511,Suhman becomes efficacious when spirit enters; spirit-mediated charm production,Directly cited by Lovejoy 005 p89/MS p181,,
research_notes/MS38_005_source_register_batch58_delta.csv,58,3,10,,,,,,,,,B58-02,archive manuscript,c.1898-1900,,,,,,,Arthur O. Lovejoy,,,,,,Short phrases: amulet entirely distinct; no spiritualistic idea here,,,visually verified,,,,,,,,MS38_004_001_061_005,p.89/MS p181,Exact Kingsley citation 511 followed by amulet/fetish causal distinction,Direct notebook evidence,,
research_notes/MS38_005_source_register_batch58_delta.csv,58,4,10,,,,,,,,,B58-03,primary ethnography,1897,,,,,,,Mary H. Kingsley,,,,,,"Index: blood apparition 522-523; blood ideas 447,525",,,verified primary,,,,,,,,Travels in West Africa,p.525,Blood apparition and unresolved West-African ideas about blood,Directly cited by Lovejoy 005 p90/MS p183,,
research_notes/MS38_005_source_register_batch58_delta.csv,58,5,10,,,,,,,,,B58-04,archive manuscript,c.1898-1900,,,,,,,Arthur O. Lovejoy,,,,,,Previous c.525 uncertainty superseded: 525 secure,,,visually verified,,,,,,,,MS38_004_001_061_005,p.90/MS p183,Exact Kingsley citation 525 in blood potency/sympathy/spirit cluster,Direct notebook evidence,,
research_notes/MS38_005_source_register_batch58_delta.csv,58,6,10,,,,,,,,,B58-05,primary theory,1899,,,,,,,Henri Hubert and Marcel Mauss,,,,,,No evidence Lovejoy read Hubert-Mauss,,,verified primary,,,,,,,,Essai sur la nature et la fonction du sacrifice,1909 reprint p.102 fn213,Cites Kingsley p454 with Marillier 1898 I p222 in idol/anointing evidence,Contextual control only,,
research_notes/MS38_005_source_register_batch58_delta.csv,58,7,10,,,,,,,,,B58-06,primary ethnography,1897,,,,,,,Mary H. Kingsley,,,,,,Demonstrates different extraction from Lovejoy p511/p525,,,verified primary,,,,,,,,Travels in West Africa,p.454,Idols/charms as spirit residences; sacrificial blood at fetish hut/gateways,Exact source page used by Hubert-Mauss,,
research_notes/MS38_005_source_register_batch58_delta.csv,58,8,10,,,,,,,,,B58-07,research synthesis,2026,,,,,,,Comparative inference,,,,,,Does not establish direct transmission among Marillier Hubert Mauss Lovejoy,,,derived from verified primaries,,,,,,,,Batch58 Kingsley exact-page audit,p454 vs p511 vs p525,Same book different exact pages different causal bearer,Supports generative documentary environment,,
research_notes/MS38_005_source_register_batch59_delta.csv,59,2,10,,,,,,,,,B59-01,secondary historiography,2017,,,,,,,Nicolas Meylan,,,,,,Precludes novelty claim that Lovejoy-Hubert-Mauss comparison was unnoticed,,,verified supplied source,,,,,,,,Mana: A History of a Western Category,Chapter 4 pp.79-80,Explicitly treats Lovejoy 1906 as causality-oriented Primitive Energetics and writes contra Hubert and Mauss 1904 on comparanda,Historiographic precedent,,
research_notes/MS38_005_source_register_batch59_delta.csv,59,3,10,,,,,,,,,B59-02,secondary historiography,2017,,,,,,,Nicolas Meylan,,,,,,Primary Söderblom page should still be retrieved for final citation,,,verified supplied source,,,,,,,,Mana: A History of a Western Category,Chapter 4 p.89 n.28,Reports Söderblom 1901 p37 using Marillier-generalized mana de l'homme,Independent control on Marillier transmission node,,
research_notes/MS38_005_source_register_batch59_delta.csv,59,4,10,,,,,,,,,B59-03,primary pending direct verification,1901,,,,,,,Nathan Söderblom,,,,,,Does not prove identical packet or wording reached Lovejoy,,,secondary-confirmed / primary pending,,,,,,,,Dissertation on representations of life after death [title to restore from primary],p.37,Meylan reports phrase routing mana through Marillier d'après les Mélanésiens,Contextual evidence for Marillier formulation entering student work,,
research_notes/MS38_005_source_register_batch59_delta.csv,59,5,10,,,,,,,,,B59-04,primary publication,1906,,,,,,,Arthur O. Lovejoy,,,,,,Meylan provides modern historiographic framing,,,verified primary elsewhere in repo,,,,,,,,The Fundamental Concept of the Primitive Philosophy,"Monist 16.3 pp.357-382; esp. 359,362,378-382",Published endpoint: efficacious productive communicable quasi-mechanical causal conception,Endpoint for 005 developmental comparison,,
research_notes/MS38_005_source_register_batch59_delta.csv,59,6,10,,,,,,,,,B59-05,research synthesis,2026,,,,,,,Historiographic synthesis,,,,,,Strong line: from genealogy of concepts to microhistory of research operations,,,derived,,,,,,,,Batch59 novelty correction,Meylan + archive,Shift novelty from first conceptual comparison to documentary microhistory of research operations,Paper architecture,,
research_notes/MS38_005_source_register_batch60_delta.csv,60,2,10,,,,,,,,,B60-01,primary publication,1902,,,,,,,Marcel Mauss,,,,,,Postdates Lovejoy Paris year; no attendance/packet inference,,,metadata primary-verified; exact text electronic reproduction,,,,,,,,L'Enseignement de l'histoire des religions des peuples non-civilisés à l'École des Hautes Études,RHR 45 pp36-55; methodological section c42-54,Explicitly follows Marillier in critique des faits; specifies exhaustive bibliography collective criticism close document analysis and seminar work,Retrospective programmatic evidence for Marillier-derived research practice,,
research_notes/MS38_005_source_register_batch60_delta.csv,60,3,10,,,,,,,,,B60-02,primary retrospective tribute,1902,,,,,,,Marcel Mauss,,,,,,Verify original/Œuvres before extended direct quotation,,,primary quote via secondary control,,,,,,,,Léon Marillier et la science des religions,Œuvres III pp460-465; esp reported p463,Credits Marillier with critique des faits and characterizes work as examination/classification,Defines method debt separately from doctrine,,
research_notes/MS38_005_source_register_batch60_delta.csv,60,4,10,,,,,,,,,B60-03,secondary scholarship,2005,,,,,,,Pascal Le Maléfan,,,,,,Use Mauss primary where available,,,verified secondary,,,,,,,,"Léon Marillier, figure de la psychologie naissante, 1862-1901",pp267-280; methodological discussion,Reconstructs Marillier teaching source criticism and Mauss methodological debt/theoretical break,Historiographic support for method-not-doctrine model,,
research_notes/MS38_005_source_register_batch60_delta.csv,60,5,10,,,,,,,,,B60-04,primary review,1900-1901,,,,,,,Marcel Mauss,,,,,,Full text pending,,,bibliographic primary-verified/content partial,,,,,,,,"Review of L. Marillier, Religion, Grande Encyclopédie tXXVIII",L'Année sociologique 5 pp191-197; stable 27881249,Direct critical engagement with Marillier's synthetic theory,Publication-level Marillier-Mauss interaction,,
research_notes/MS38_005_source_register_batch60_delta.csv,60,6,10,,,,,,,,,B60-05,primary publication,1900-1901,,,,,,,H Hubert and M Mauss,,,,,,Content not central to current inference,,,bibliographic primary-verified,,,,,,,,Sociologie religieuse Introduction,L'Année sociologique 5 pp189-191; stable 27881248,Frames same review section containing Marillier and Söderblom,Critical-circuit context,,
