source_file,source_batch,source_row,source_field_count,date_or_range,evidence_class,scope,item_or_person,source_or_repository,status,significance,next_action,source_overflow_1,source_overflow_2,source_overflow_3,source_overflow_4,source_id,date,author,title,venue_or_repository,locus,use,limitations,title_or_object,repository_or_venue
research_notes/lovejoy_orientalist_source_register_batch24_delta.csv,24,8,8,1935,primary_bibliographic,mature_network,Primitivism and Related Ideas in Antiquity specialist division,Lovejoy/Boas; supplementary essays by W F Albright and P-E Dumont,confirmed,Mature history-of-ideas project visibly delegates area/language expertise to Ancient Western Asia and Indian specialists; supports distributed-expertise model rather than continuous personal philology,Read preface and supplementary essays; search MS-0038 for planning correspondence with Albright/Dumont,,,,,,,,,,,,,,
research_notes/lovejoy_orientalist_source_register_batch24_delta.csv,24,9,8,1895-1935,interpretive_model,orientalist_periodization,Personal practice to distributed expertise,strict-core early evidence + Hopkins archive/network evidence,strong_working_model,"Orientalist knowledge changes mode across career: early personal textual/philological practice, later comparative deployment and collaboration with area specialists",Test against letters/course notes and avoid treating institutional proximity as continuous Orientalist identity,,,,,,,,,,,,,,
research_notes/lovejoy_orientalist_source_register_batch25_delta.csv,25,2,8,1896,source_uptake,strict_core,Rhys Davids sixty-two heresies and recombinable doctrines as 004 source,T W Rhys Davids Buddhism Its History and Literature 1896; MS38_004 pp14-16 clean transcription,confirmed_source_match,Rhys Davids already treats the 62 opinions as propositions not necessarily separate schools; decomposition/recombination therefore belongs partly to Lovejoy's source environment and should not be credited to him as invention,Build sentence-level Rhys Davids pp24-43 → 004 pp12-18 source table,,,,,,,,,,,,,,
research_notes/lovejoy_orientalist_source_register_batch25_delta.csv,25,3,8,c1896-1898,archive_authorial_hinge,strict_core,To R.D.'s remark it should be added,MS38_004 p001-018 clean transcription PDF p17,confirmed_authorial_supplement,Lovejoy explicitly supplements Rhys Davids by defining Sankhya's diagnostically central feature as separateness of Self and World/thorough-going dualism and seeks a more genuinely Sankhyan parallel in Majjhima Nikaya 63,Check source passage and classify what Lovejoy adds beyond Rhys Davids; use as strongest sentence-level evidence of doctrinal discrimination,,,,,,,,,,,,,,
research_notes/lovejoy_orientalist_source_register_batch25_delta.csv,25,4,8,c1896-1898,archive_interpretive,strict_core,Philosophical agnosticism versus form of the questions,MS38_004 p001-018 clean transcription PDF p18; exact phrase searches,likely_lovejoy_synthesis_source_unidentified,"Notebook argues Buddhist refusal is not mere practical agnosticism but objection to the form of the questions while Buddhism remains salvation through insight; exact wording not found in Rhys Davids, but sole authorship not proved",Search Oldenberg Warren and other immediate authorities before upgrading to secure authorial prose,,,,,,,,,,,,,,
research_notes/lovejoy_orientalist_source_register_batch25_delta.csv,25,5,8,c1896-1898,archive_programmatic,strict_core,004 Nidanas present effort methodological statement,MS38_004 p019-036 clean transcription PDF p20,confirmed_programmatic_notebook_voice,Explicitly defines task as understanding Buddhism's general philosophical position plus Three Characteristics and its technical working out in dependent origination through analysis of twelve interrelated notions in relation to current Indic ideas,Use as primary anchor for source-digest → system-reconstruction argument; compare wording with 1898 article introduction/conclusion,,,,,,,,,,,,,,
research_notes/lovejoy_orientalist_source_register_batch25_delta.csv,25,6,8,c1896-1898,archive_argumentative,strict_core,Composite nidana formula still technically intelligible,MS38_004 p037-054 clean transcription PDF p49,confirmed_argument_medium_transcription,Notebook accepts heterogeneous/borrowed terms and non-strict temporal sequence but rejects inference that formula is unintelligible or accidental; posits discoverable technical system,Use published 1898 article as higher-confidence authority for exact formulation; verify marked uncertain manuscript wording only if later necessary,,,,,,,,,,,,,,
research_notes/lovejoy_orientalist_source_register_batch25_delta.csv,25,7,8,1898,primary_method,strict_core,Borrowed terms versus original characteristic arrangement,Lovejoy JAOS 19 126-136; NTU full text,confirmed_primary,Lovejoy states terms perhaps even ideas are largely borrowed but their arrangement/application are original and characteristic; secure published transformation of 004 system-reconstruction problem,Build Senart→004→1898 three-column controversy table and trace causal roles karma/upadana,,,,,,,,,,,,,,
research_notes/lovejoy_orientalist_source_register_batch25_delta.csv,25,8,8,1898,primary_method,strict_core,Karma versus upadana causal discrimination,Lovejoy JAOS 19 126-136,confirmed_primary,Karma explains particular condition of rebirth while upadana explains rebirth as such; shows technical semantic distinction resolved through causal function within system,Include in rules-of-inference concordance as semantic/causal function test,,,,,,,,,,,,,,
research_notes/lovejoy_orientalist_source_register_batch25_delta.csv,25,9,8,c1896-1898,interpretive_model,strict_core,004 source uptake to system reconstruction,Garbe Rhys Davids Warren Oldenberg Senart + 004 clean transcription + 1898 JAOS,strong_evidence,Best model is appropriation and transformation rather than invention: source digest → doctrinal discrimination → question-critique → system reconstruction → publication,Test continuity as rules of inference in 1902 and later work without projecting mature unit-idea terminology backward,,,,,,,,,,,,,,
research_notes/lovejoy_orientalist_source_register_batch26_delta.csv,26,2,8,1896,primary_source_context,strict_core,Warren Chapter II unanswered questions,Henry Clarke Warren Buddhism in Translations pp111-116 and §13 pp117ff,confirmed_primary,Warren explicitly gives two explanations for unanswered questions: they take for granted what Buddha denies and are therefore out of court; Buddha also has a purely practical aim and objects to metaphysical speculation. This supplies both poles later separated in 004 p18,Map Warren wording against 004 p18 and p20; distinguish source uptake from Lovejoy reweighting,,,,,,,,,,,,,,
research_notes/lovejoy_orientalist_source_register_batch26_delta.csv,26,3,8,1896,primary_source_context,strict_core,Rhys Davids negative Buddhist position not whole Dharma,T W Rhys Davids Buddhism Its History and Literature Lecture I pp39-43,confirmed_primary,Rhys Davids says anti-soul/negative position is not the whole Dharma and moves toward causal explanation; second upstream layer for 004 p18-20,Include in Warren→Rhys Davids→004→1898 micro-concordance,,,,,,,,,,,,,,
research_notes/lovejoy_orientalist_source_register_batch26_delta.csv,26,4,8,c1896-1898,archive_transform,strict_core,004 p18 question-form versus practical agnosticism,MS38_004 p001-018 clean transcription PDF p18 + Warren/Rhys Davids,strong_authorial_reweighting,"Lovejoy appears to reweight Warren's paired explanations: not merely philosophical agnosticism of a practical teacher; refusal rests on form/presuppositions of questions while Buddhism requires insight. Concept no longer source-unresolved, though exact lexical authorship remains partly open",Search common-sense moralist phrase separately; treat conceptual operation as transformation rather than invention,,,,,,,,,,,,,,
research_notes/lovejoy_orientalist_source_register_batch26_delta.csv,26,5,8,c1896-1898,archive_sequence,strict_core,p18→p20 transition,MS38_004 p18 and p20 clean transcription,strong_evidence,Question-frame critique leads directly into positive reconstruction of Three Characteristics + dependent origination as general philosophical position and technical working-out; negative silence becomes a prompt for system reconstruction,Use as compact argumentative sequence in 004 method discussion,,,,,,,,,,,,,,
research_notes/lovejoy_orientalist_source_register_batch26_delta.csv,26,6,8,1898,primary_method,strict_core,1898 article psychological rather than ontological frame,Lovejoy JAOS 19 pp126-136,confirmed_primary,"Published article rejects ontological/Hartmann reading; salvation depends on theoretical insight into psychological analysis, whose middle dependent-origination section is technically reconstructed",Connect to p18-20 as published maturation of question-frame discrimination,,,,,,,,,,,,,,
research_notes/lovejoy_orientalist_source_register_batch27_delta.csv,27,2,8,1896,primary_bibliographic,comparative_religion,Marillier Sur le caractère religieux du tabou mélanésien,EPHE Bibliothèque vol.7 part2; Persée authority; Heidelberg catalogue,confirmed_exact_container,"Exact placement resolved as Études de critique et d'histoire 2e série, Bibliothèque de l'École des Hautes Études Sciences religieuses vol7 part2, pp35-74; immediate source for taboo/religious-sanction problem adjacent to 005","Obtain page images/text pp35-74, especially pp53-56 cited by Mauss",,,,,,,,,,,,,,
research_notes/lovejoy_orientalist_source_register_batch27_delta.csv,27,3,8,1896,primary_text,comparative_religion,Mauss use of Marillier taboo analysis,"Mauss La religion et les origines du droit pénal, RHR 34:269-295 and 35:31-60; UQAM electronic transcription",confirmed,Mauss explicitly cites Marillier Tabou mélanésien pp53-56 and argues taboo violation endangers clan/exposes violator to immediate religious/social sanction; closely matches 005 distinction of clan solidarity/taboo from moral guilt,Build Marillier-Mauss-005 pp16-20 point-by-point concordance,,,,,,,,,,,,,,
research_notes/lovejoy_orientalist_source_register_batch27_delta.csv,27,4,8,1901,primary_bibliographic,comparative_religion,Marillier Notes sur la coutume le tabou et l'obligation morale,Persée authority; Sudoc 086800310,confirmed_bibliographic_primary_missing,Title directly names custom/taboo/moral-obligation boundary central to 005 pp14-20; full text still unresolved,Resolve holdings and source serial/offprint; capture text before assigning originality of Lovejoy taxonomy,,,,,,,,,,,,,,
research_notes/lovejoy_orientalist_source_register_batch27_delta.csv,27,5,8,1900,primary_digital_witness,magic_mana,Marillier Religion in La Grande Encyclopédie XXVIII,Wikimedia Commons/Wikisource; IA lagrandeencyclop28dref,confirmed_file_primary_text_pending,"Public-domain DjVu verified: 1284 pages, IA provenance. Article pp341-364 likely scans353-376; direct page text not yet locally captured","Verify scan offset and extract pp341-364, especially p349 mana passage",,,,,,,,,,,,,,
research_notes/lovejoy_orientalist_source_register_batch27_delta.csv,27,6,8,1900,secondary_locator,magic_mana,Marillier mana occurrences in Religion,Mana: A History of a Western Category,secondary_pending_primary,Reports six mana occurrences and first discussion p349 as personal natural/supernatural gifts/powers; useful locator only,Verify directly against La Grande Encyclopédie facsimile,,,,,,,,,,,,,,
research_notes/lovejoy_orientalist_source_register_batch27_delta.csv,27,7,8,1911,near_contemporary_relay,magic_mana,Marillier three-class theory of magic,Encyclopaedia Britannica 1911 Magic,confirmed_relay,"Explicitly attributes to Marillier word/act magic, qualification/initiation, and mana-bearing persons; distinguishes direct action on nature from spirit-mediated action and cites Marillier Religion","Use as relay/control, not substitute for 1900 primary; compare to 005 p64 pp82-90 pp99-105 pp112-119",,,,,,,,,,,,,,
research_notes/lovejoy_orientalist_source_register_batch27_delta.csv,27,8,8,1892,primary_bibliographic,magic_mana,Marillier M Frazer et la Diane de Nemi,RHR 25:71-99; RelBib; public-domain preserved volume routes,confirmed_primary_access_route,Early French Frazer critique is a target for earliest Marillier mana/mechanism vocabulary,Extract pp71-99 direct and search mana/Codrington/direct efficacy,,,,,,,,,,,,,,
research_notes/lovejoy_orientalist_source_register_batch27_delta.csv,27,9,8,1892,primary_bibliographic,magic_mana,Marillier review of Codrington The Melanesians,RHR 25:231-232; modern bibliography as locator,confirmed_bibliographic_primary_missing,"Immediate Marillier reception of Codrington, potentially earliest entry of mana into his comparative-religion work",Capture pp231-232 directly and verify exact mana wording,,,,,,,,,,,,,,
research_notes/lovejoy_orientalist_source_register_batch28_delta.csv,28,2,8,1896,primary_pedagogy,comparative_religion,NW Thomas eyewitness to Marillier seminar,"Folk-Lore 7 (1896), 200-201",confirmed,"Thomas describes work by pupils directed by lecturer: student essay, class reading, Marillier comment and peer discussion; direct control on how 005-type notes could be produced",Keep as seminar-mechanism evidence; distinguish from proof of Lovejoy-specific assignment,,,,,,,,,,,,,,
research_notes/lovejoy_orientalist_source_register_batch28_delta.csv,28,3,8,1911,near_contemporary_relay,comparative_religion,NW Thomas Taboo,"Encyclopaedia Britannica 11th ed., Taboo",confirmed_primary_relay,"Former Marillier student classifies taboo sanctions as automatic/magical, animistic and social; treats transmissible mana/contact and a section Taboo and Moral Obligation; closely controls 005 moral-vs-ritual/social distinction",Map exact EB sections to 005 pp14-20; do not infer Lovejoy read 1911 article,,,,,,,,,,,,,,
research_notes/lovejoy_orientalist_source_register_batch28_delta.csv,28,4,8,1911,near_contemporary_relay,sacrifice,NW Thomas Sacrifice on Marillier critique of Robertson Smith,"Encyclopaedia Britannica 11th ed., Sacrifice; cites RHR xxxvi p243",confirmed_primary_relay,"Thomas explicitly attributes to Marillier critique of communion/totem inference and later summarizes sacrifice as originally magical, blood releasing force; unusually close to 005 pp46-119",Identify/capture exact Marillier RHR 36 primary article and p243 passage,,,,,,,,,,,,,,
research_notes/lovejoy_orientalist_source_register_batch28_delta.csv,28,5,8,1911,near_contemporary_relay,sacrifice,Marillier magical-blood-force theory as summarized by Thomas,"Encyclopaedia Britannica 11th ed., Sacrifice",confirmed_relay,"For Marillier sacrifice originally magical; blood releases magical force to bend gods; gift theory emerges with cult of dead; separate communion theory retained. Maps to 005 direct action, blood efficacy, gift/funerary and anti-single-origin distinctions",Verify directly in Marillier primary before using as his exact theory,,,,,,,,,,,,,,
research_notes/lovejoy_orientalist_source_register_batch28_delta.csv,28,6,8,1896,primary_bibliographic,taboo,Marillier Sur le caractère religieux du tabou mélanésien,EPHE Sciences religieuses vol7 pp35-74,confirmed,Thomas 1911 Taboo bibliography cites exact Marillier essay; continuing recognition of French source field,Capture pp53-56 and full article,,,,,,,,,,,,,,
research_notes/lovejoy_orientalist_source_register_batch28_delta.csv,28,7,8,c1900,primary_bibliographic,taboo,Marillier Tabou article in La Grande Encyclopédie,Le Maléfan bibliography; Van Gennep 1904 direct citation; La Grande Encyclopédie XXX,confirmed_bibliographic_primary_text_pending,"Separate Marillier encyclopedia article confirmed independently by student Van Gennep; volume XXX Sigillateur-Thermopole, public-domain scan IA lagrandeencyclop30dref",Locate exact pages/text near Wikisource scan 839,,,,,,,,,,,,,,
research_notes/lovejoy_orientalist_source_register_batch28_delta.csv,28,8,8,1904,primary_student_witness,taboo,Arnold Van Gennep Tabou et totémisme à Madagascar,EPHE Sciences religieuses vol17; Google Books/public scan,confirmed,Book dedicated to Marillier and directly cites Marillier Tabou in Grande Encyclopédie; second post-Marillier student trajectory reorganizing taboo/sanction problems,"Use as independent student control, not Lovejoy source",,,,,,,,,,,,,,
research_notes/lovejoy_orientalist_source_register_batch28_delta.csv,28,9,8,1901,evidence_limit,taboo,Relationship between Notes sur la coutume le tabou et l'obligation morale and encyclopedia Tabou,Sudoc 086800310; Grande Encyclopédie XXX; Van Gennep citation,unresolved,Three distinct Marillier taboo objects now identified; thematic overlap cannot establish edition/offprint relationship,"Resolve title pages, pagination, publisher/source notes before merging records",,,,,,,,,,,,,,
research_notes/lovejoy_orientalist_source_register_batch29_delta.csv,29,2,8,1980,historiography,history_of_ideas,Daniel J Wilson annotated bibliography developmental framing,Arthur O Lovejoy: An Annotated Bibliography introduction,confirmed_secondary,Wilson already describes Lovejoy's early religion/history-of-philosophy papers as early essays in the method of history of ideas and singles out Religion and the Time-Process as part of the route toward the later chain-of-being complex; broad religion→history-of-ideas bridge is therefore not a novel claim,Position 004 contribution below Wilson's developmental narrative at source-practice level,,,,,,,,,,,,,,
research_notes/lovejoy_orientalist_source_register_batch29_delta.csv,29,3,8,2010,historiography,history_of_ideas,Leo Catana Lovejoy's Readings of Bruno,Journal of the History of Ideas 71.1 pp91-112,confirmed_peer_reviewed,Catana argues mature methodological declarations are not simple descriptions of actual practice and contextualizes Lovejoy's Bruno work within nineteenth-century history of philosophy; strong comparator for practice-first reconstruction,Use as methodological foil/complement; distinguish printed Bruno genealogy from 004 prepublication notebook microhistory,,,,,,,,,,,,,,
research_notes/lovejoy_orientalist_source_register_batch29_delta.csv,29,4,8,2014,historiography,history_of_ideas,Daniel Wickberg In the Environment of Ideas,Modern Intellectual History 11.2 pp439-464,confirmed_peer_reviewed,Reconsiders Lovejoy as cultural historian and complicates caricature of decontextualized timeless unit-ideas,Avoid building novelty against outdated straw-man version of Lovejoy,,,,,,,,,,,,,,
research_notes/lovejoy_orientalist_source_register_batch29_delta.csv,29,5,8,2014,historiography,history_of_ideas,Darrin McMahon Return of the History of Ideas,Rethinking Modern European Intellectual History pp13-31,confirmed_peer_reviewed,Reassesses critiques by Skinner/social history and argues Lovejoy deserves renewed consideration,Use only for mature-method historiographical context,,,,,,,,,,,,,,
research_notes/lovejoy_orientalist_source_register_batch29_delta.csv,29,6,8,2023,historiography,history_of_ideas,Nico Mouton Apologia for Lovejoy long-range approach,History and Theory,confirmed_peer_reviewed,Defends Lovejoy against charges of timeless essentialism and addresses idea-complexes/context/change/recurrence,Use to keep mature-method discussion current; 004 contribution is workshop formation rather than defense/refutation of mature method,,,,,,,,,,,,,,
research_notes/lovejoy_orientalist_source_register_batch29_delta.csv,29,7,8,2017-2026,historiography_control,strict_core,Klaus Karttunen Persons of Indian Studies Lovejoy entry,Persons of Indian Studies,confirmed_secondary,States Lovejoy apparently never returned to Buddhist studies and lists only 1898 JAOS; useful narrow disciplinary memory but stronger interpretation is complicated by 1901 Buddhism syllabus and 1902 explicit reuse,Distinguish no sustained career Buddhology from continued teaching/reuse and broader Indic engagement,,,,,,,,,,,,,,
research_notes/lovejoy_orientalist_source_register_batch29_delta.csv,29,8,9,2026,current_sweep,novelty_control,strict_core,Modern methodological scholarship using notebook 004,Targeted web/repository search,not_yet_found_not_exhaustive,Current targeted sweep has not located a modern Lovejoy-method study using the 1890s Buddhist notebook to reconstruct source uptake→supplementation→publication; this is not yet an exhaustive novelty claim,Search citations to Wilson biography/bibliography and MS-0038 usage before publication-level novelty statement,,,,,,,,,,,,,
research_notes/lovejoy_orientalist_source_register_batch30_delta.csv,30,2,8,1896,primary_source_context,strict_core,Warren dependent-origination patchwork hypothesis,Henry Clarke Warren Buddhism in Translations pp115-116,confirmed_primary,Warren already calls full formula a piece of patchwork made from two or more current formulas because the human being is generated twice; compositeness/repetition therefore predates Lovejoy's intervention and is local Harvard source infrastructure,Add to 004 source-uptake map and distinguish Warren hypothesis from Senart/ Lovejoy responses,,,,,,,,,,,,,,
research_notes/lovejoy_orientalist_source_register_batch30_delta.csv,30,3,8,1896,primary_source_context,strict_core,Senart upadana equals upadanaskandhas,Senart 1896 as quoted directly by Lovejoy JAOS p127 and later relays,confirmed_through_primary_witness,Senart identifies upadana as reduction for five upadanaskandhas and uses resulting repeated skandha complex against speculative coherence of formula,Extract Senart pp281-297 directly from free Google Books volume before final canonical controversy table,,,,,,,,,,,,,,
research_notes/lovejoy_orientalist_source_register_batch30_delta.csv,30,4,8,1896,primary_source_context,strict_core,Senart tyranny of frames and words,Senart 1896 pp294ff as cited by later near-contemporary scholarship/Oldenberg relay,confirmed_phrase_relay_primary_scan_pending,Shows broader Senart view of Buddhist scholastic structure as constrained by inherited frames/words; relevant to compositeness debate but should not be overused until direct scan extracted,Verify exact context on Senart pp294-297,,,,,,,,,,,,,,
research_notes/lovejoy_orientalist_source_register_batch30_delta.csv,30,5,8,1898,primary_method,strict_core,Lovejoy functional non-equivalence inside composite formula,JAOS 19 pp126-136,confirmed_primary,Lovejoy's intervention is not discovery of compositeness but challenge to inference from apparent repetition to incoherence: skandhas vs attachment-to-skandhas and karma vs upadana perform distinct functions,Use as central controversy thesis; formal recurrence ≠ functional identity,,,,,,,,,,,,,,
research_notes/lovejoy_orientalist_source_register_batch30_delta.csv,30,6,8,1897-1898,primary_context,strict_core,Oldenberg reduced-obscurity response to Senart,Oldenberg Buddha 3rd ed / Buddhistische Studien; later direct-relay snippets,primary_extraction_pending,"Oldenberg also moves toward seeing causation formula as less obscure than earlier/Senart, limiting any claim that Lovejoy alone restored coherence",Extract primary relevant pages and compare semantic/causal mechanisms rather than general conclusion,,,,,,,,,,,,,,
research_notes/lovejoy_orientalist_source_register_batch30_delta.csv,30,7,8,1896-1898,interpretive_model,strict_core,Warren→Senart→004→Lovejoy controversy,Warren 1896; Senart 1896; 004 clean transcription; Lovejoy 1898,strong_evidence,Central shift is unit of proof: historical/formal repetition must be tested for semantic and causal functional identity before supporting incoherence/accidental compilation,Carry rule into 1902 resemblance/borrowing/internal-genealogy comparison,,,,,,,,,,,,,,
research_notes/lovejoy_orientalist_source_register_batch31_delta.csv,31,2,8,c1896-1898,archive_method,strict_core,Diagnostic resemblance before genealogy,MS38_004 PDF p17 clean transcription,confirmed_authorial_hinge,Lovejoy explicitly supplements Rhys Davids by redefining Sankhya's diagnostically central feature as separateness of Self/World rather than generic eternity claims; controls what resemblance can count as historical evidence,Compare exact wording with 1902 Aristotle/Vedanta anti-diffusion passage at page level,,,,,,,,,,,,,,
research_notes/lovejoy_orientalist_source_register_batch31_delta.csv,31,3,8,c1896-1898,archive_method,strict_core,Question-frame control,MS38_004 PDF p18-20; Warren 1896 upstream,strong_authorial_reweighting,"Lovejoy privileges objection to form/presuppositions of questions over mere practical agnosticism, then reconstructs positive Buddhist theory through Three Characteristics/dependent origination",Build Warren→004→1898 exact page micro-concordance,,,,,,,,,,,,,,
research_notes/lovejoy_orientalist_source_register_batch31_delta.csv,31,4,8,1898,primary_method,strict_core,Functional non-equivalence,Lovejoy JAOS 19 126-136,confirmed_primary,Formal recurrence/common object does not establish conceptual identity: skandhas differ from attachment; karma differs causally from upadana,Use as strongest technical bridge to later component discrimination,,,,,,,,,,,,,,
research_notes/lovejoy_orientalist_source_register_batch31_delta.csv,31,5,8,1898,primary_method,strict_core,Genealogy versus configuration,Lovejoy JAOS 19 126-136,confirmed_primary,Terms and perhaps ideas may be borrowed while arrangement/application remain original and characteristic; separates historical derivation from systemic function,Compare exact formulation with 1902 recurrence/diffusion and later mature method,,,,,,,,,,,,,,
research_notes/lovejoy_orientalist_source_register_batch31_delta.csv,31,6,8,1902,primary_method,history_of_ideas,Anti-diffusion control Aristotle versus Vedanta,Lovejoy Religion and the Time-Process AJT 6 439-472; batch11 full primary read,confirmed_primary,Conceptual affinity does not warrant Eastern borrowing where internal Greek genealogy accounts for conception; explicit generalization of distinction between structural resemblance and transmission,Recover exact article page/quotation and cite primary PDF directly in next pass,,,,,,,,,,,,,,
research_notes/lovejoy_orientalist_source_register_batch31_delta.csv,31,7,8,1902,primary_method,history_of_ideas,Categories presuppositions logical motives,Lovejoy Religion and the Time-Process AJT 6 439-472; batch11 full primary read,confirmed_primary,Tracks perfectionist presupposition/logical motive across historically different systems and decomposes Royce into warring categories; scale expansion from technical-term function to category history,Build exact-page primary concordance for category/presupposition/logical motive/survival/combination vocabulary,,,,,,,,,,,,,,
research_notes/lovejoy_orientalist_source_register_batch31_delta.csv,31,8,8,1898-1902,authorial_continuity,strict_core_to_history_of_ideas,1898 self-cited in 1902,Lovejoy AJT 1902 footnote to 1898 JAOS,confirmed_authorial_bridge,Proves Buddhist technical philology remained active analytical infrastructure for 1902 comparative category-history rather than isolated abandoned specialty,Capture exact footnote page and wording,,,,,,,,,,,,,,
research_notes/lovejoy_orientalist_source_register_batch32_delta.csv,32,2,8,1897,primary_target,strict_core,Hermann Oldenberg Buddha 3rd ed,Google Books ta7rJ6uWLfwC; WorldCat OCLC 230741722,confirmed_object_text_check_pending,"Decisive priority control: if anti-Senart upādāna ≠ upādānakkhandha argument already appears here, Lovejoy 1898 had a prior published parallel; volume includes Sāṁkhya appendix pp443-455",Download/search whole 1897 edition for Senart upadana skandha chandaraga; capture relevant causal-chain pages and pp443-455,,,,,,,,,,,,,,
research_notes/lovejoy_orientalist_source_register_batch32_delta.csv,32,3,8,1898,primary_target,strict_core,Hermann Oldenberg Buddhistische Studien,ZDMG 52 pp617-694; ULB Halle DOI 10.25673/111000,confirmed_object_target_pages_pending,Later Oldenberg explicitly points to p690ff for upādāna; likely contains very close anti-Senart argument whose relation to Lovejoy 1898 could establish priority parallelism or immediate reception,Download pp681-694 especially 690-694; search Senart Lovejoy upādāna upādānakkhandha chandarāga Majjhima Saṃyutta; record citations verbatim,,,,,,,,,,,,,,
research_notes/lovejoy_orientalist_source_register_batch32_delta.csv,32,4,8,1912,near_contemporary_relay,strict_core,Jenő Lénárd Dhammó relay of Oldenberg-Senart dispute,1912 Hungarian text; public digital transcription,confirmed_relay,Reproduces Senart p284 and Oldenberg rebuttal with Majjhima I299ff Saṃyutta III100 and chandarāga; proves later Oldenberg argument closely parallels Lovejoy but cannot date its origin,Use only as locator/control; replace with Oldenberg 1897/1898 primary once pages recovered,,,,,,,,,,,,,,
research_notes/lovejoy_orientalist_source_register_batch32_delta.csv,32,5,8,1898,chronology_control,strict_core,Lovejoy JAOS publication window,JAOS 19 no2 / HathiTrust-CiNii serial metadata,confirmed_half_year_only,Article pp126-136 belongs to July-Dec 1898 half-year; insufficient to order against ZDMG 52 fascicles,Recover wrapper/proceedings/fascicle publication date and compare with ZDMG issue chronology,,,,,,,,,,,,,,
research_notes/lovejoy_orientalist_source_register_batch32_delta.csv,32,6,8,1896,primary_target,strict_core,Émile Senart À propos de la théorie bouddhique des douze nidânas,Mélanges Charles de Harlez pp281-297; Google Play; Persée,confirmed_object_text_pending,Immediate target of Lovejoy and Oldenberg; first-hand text needed to separate Senart's composition duplication sequence and historical claims from later quotations,Download/upload pp281-297; build point-by-point claim table,,,,,,,,,,,,,,
research_notes/lovejoy_orientalist_source_register_batch32_delta.csv,32,7,8,1898,primary_target,strict_core,Hermann Jacobi Verhältnis der buddhistischen Philosophie zu Sāṁkhya-Yoga und Bedeutung der Nidānas,Heidelberg HEIDI 69364538; ZDMG 52 pp1-15,confirmed_digital_item,Explicitly joins 004's two major controversy clusters in 1898 and helps reconstruct live debate state,Download pp1-15 after Oldenberg targets; compare Senart/Oldenberg references and nidāna interpretation,,,,,,,,,,,,,,
research_notes/lovejoy_orientalist_source_register_batch32_delta.csv,32,8,8,1897-1898,interpretive_problem,strict_core,Oldenberg-Lovejoy anti-Senart priority/reception,Oldenberg 1897/1898 targets + Lovejoy JAOS 1898,unresolved,Three possibilities remain: Oldenberg priority; 1898 independent/ordered parallel; Lovejoy priority/immediate Oldenberg uptake. Direction cannot be stated until primary pages and issue dates are checked,Resolve primary text then construct Senart-Oldenberg-Lovejoy four-column comparison including exact citations and causal-function distinctions,,,,,,,,,,,,,,
research_notes/lovejoy_orientalist_source_register_batch32_delta.csv,32,9,8,1898,interpretive_model,history_of_ideas,Lovejoy functional non-equivalence as provisional distinctive increment,Lovejoy JAOS 19.2 pp126-136,strong_provisional,"Safest current Lovejoy-specific claim is that shared vocabulary/provenance does not establish conceptual identity; semantic and causal function distinguish components, including karma vs upādāna",Test whether Oldenberg p690ff contains same causal-role allocation before claiming distinctiveness,,,,,,,,,,,,,,
research_notes/lovejoy_orientalist_source_register_batch33_delta.csv,33,2,8,1896,primary_source,strict_core,Émile Senart À propos de la théorie bouddhique des douze nidânas,Mélanges Charles de Harlez pp281-297; uploaded OCR mlangescharlesd00goog,primary_text_recovered,Direct text confirms stratigraphic/compositional argument: upādāna as reduction for pañca upādānaskandhas; duplication and variant formulae used to limit autonomous-system reconstruction,Retain p284-295 claims separately in future prose; avoid shorthand that Senart simply calls formula meaningless,,,,,,,,,,,,,,
research_notes/lovejoy_orientalist_source_register_batch33_delta.csv,33,3,8,1897,primary_source_attested,strict_core,Hermann Oldenberg Buddha 3rd ed p273 note,Attested independently by Jacobi 1898 footnote and Oldenberg 1898 self-cross-reference,priority_secure_visual_copy_pending,Basic anti-Senart upādāna != upādānakkhandha semantic rebuttal is already in print in 1897; resolves batch32 priority problem,Obtain actual 3rd-ed page273 note for visual verification and archive; capture pp443-455 Sankhya appendix,,,,,,,,,,,,,,
research_notes/lovejoy_orientalist_source_register_batch33_delta.csv,33,4,8,1898,primary_source,strict_core,Hermann Jacobi Verhältnis der buddhistischen Philosophie zu Sāṁkhya-Yoga und Bedeutung der Nidānas,uploaded OCR 1898_Über das Verhältnis...,primary_text_recovered,Explicitly cites Oldenberg Buddha 3rd ed p273 note against Senart; reconstructs upādāna through adrṣṭa/karma and broad Sankhya genealogy,Use as witness for 1897 Oldenberg priority and as comparative model: genealogy plus system reconstruction,,,,,,,,,,,,,,
research_notes/lovejoy_orientalist_source_register_batch33_delta.csv,33,5,8,1898,primary_source,strict_core,Hermann Oldenberg Buddhistische Studien section VII,ZDMG 52 pp681-694; uploaded OCR 提取自12946592543477...,primary_text_recovered,Reconstructs phassa-vedanā-taṇhā-upādāna from canonical semantics; rejects causa-materialis/adrṣṭa import; self-cross-ref to Buddha³ p273 note independently confirms 1897 locus,Collate pp690-693 against Lovejoy 1898 causal-role allocation; check whether any closer karma/upādāna functional parallel exists,,,,,,,,,,,,,,
