source_file,source_batch,source_row,source_field_count,coverage_id,country,repository_or_portal,query_mode,query_terms,primary_hits,new_components_added,unresolved_leads,negative_result_scope,next_action,checked_at,source_url
archive_index/lovejoy_global_archive_repository_coverage_batch115_delta.csv,115,3,12,COV0054,US,Stanford University Archives / Orrin Leslie Elliott papers,secondary_exact_Ross_case_item_cluster_plus_current_collection_confirmation,Elliott MSS; Hull to Elliott 13 Mar 1901; Elliott to Hull 6 Mar 1901; Burr to Elliott 9 Apr 1901; Lovejoy to Elliott 15 Apr 1901,"exact scholarly archival citations place several Ross-case communications in Elliott MSS within six weeks, including canonical GLA0056; current Stanford collection-level record confirms Orrin Leslie Elliott papers",0,"exact current Elliott container/folder for the Ross-case cluster; whether cited items are originals, copies or later collected documentary witnesses","Shared historical issue and close dates do not prove shared folder, sequence or material form in the current collection.",request the Elliott papers by Ross-affair context and exact dates rather than surname alone; record container/form separately for every cited object,2026-08-19,https://search.worldcat.org/title/Orrin-Leslie-Elliott-papers-1891-1936/oclc/701462342
archive_index/lovejoy_global_archive_repository_coverage_batch115_delta.csv,115,4,12,COV0055,US,National Archives NHPRC / Stanford University Libraries,official_microfilm_project_boundary_check,David Starr Jordan Papers 1861-1964; microfilm edition; Stanford; 187 reels; 31-page guide,"official NHPRC catalog confirms a completed David Starr Jordan Papers microfilm edition of 187 reels with a 31-page guide, including correspondence and Stanford University matters",0,whether the 1901 incoming-letterpress system or any manifestation of GLA0056 is included and how the microfilm guide maps to current SC0058 series,"Project-level microfilm coverage cannot be projected to every SC0058 item, letterbook or GLA0056 specifically.",obtain/consult the 31-page microfilm guide only as a series-resolution aid; do not treat microfilm-project existence as a Lovejoy manifestation,2026-08-19,https://www.archives.gov/nhprc/projects/catalog/david-starr-jordan
archive_index/lovejoy_global_archive_repository_coverage_batch116_delta.csv,116,2,12,COV0056,US,Johns Hopkins University Special Collections RG-02-001 and corporate authority records,legacy exact departmental-file citation plus current institutional chronology,RG 02.001 Series 1 File 56 Department of Philosophy and Psychology; File 115 Department of Psychology; 1915 split; Lovejoy; Russell,published archival citations establish Series 1 departmental subject files at File 56 and File 115; current JHU authority records confirm Philosophy/Psychology/Education split around 1915 and the Philosophy finding aid says the three seminaries were formally divided in 1915-1916,0,exact post-1915 Department of Philosophy file number/container in RG-02-001; whether BRACERS 121122/GLA0030 is in that file,No public search surfaced a numbered 1915-17 Department of Philosophy file or a current Lovejoy/Russell child. Analogous departmental file numbers cannot be projected.,request/search RG-02-001 Series 1 by Department of Philosophy and 1915-1917 date span; then test Lovejoy/Russell/lecture vocabulary inside the recovered file,2026-08-19,https://aspace.library.jhu.edu/agents/corporate_entities/542
archive_index/lovejoy_global_archive_repository_coverage_batch116_delta.csv,116,3,12,COV0057,US,National Archives NHPRC / Stanford University Libraries,microfilm guide discovery sweep,David Starr Jordan Papers; 187 reels; 31-page guide; SearchWorks 4085322; OCLC 1260484; guide to microfilm edition,official NHPRC page confirms 187-reel microfilm edition and 31-page guide; current OAC confirms 59 Jordan letter-book volumes entered Stanford Archives after microfilm approval,0,online text/location of the 31-page guide; reel-level mapping to early incoming correspondence and letterpress books; GLA0056 inclusion,No freely indexed copy of the 31-page guide surfaced in this pass; absence from web search is only an online-access ceiling.,retrieve the guide through Stanford catalog/library service or another holding and use it as a reel/series map; do not infer item coverage from project-level metadata,2026-08-19,https://www.archives.gov/nhprc/projects/catalog/david-starr-jordan
archive_index/lovejoy_global_archive_repository_coverage_batch116_delta.csv,116,4,12,COV0058,US,Library of Congress Manuscript Division / catalog-derived directory,derivative-holding extent audit,"David Starr Jordan papers; LCCN mm80058172; Microfilm 17,501-184P; 184 reels","catalog-derived LC description reports 184 microfilm reels, open to research, with finding aid in the Manuscript Reading Room; the microfilm is described as being of originals in Stanford University Archives",0,whether LC holds all or a subset/variant of the NHPRC 187-reel edition; exact reel list; whether early Stanford letterpress materials are represented,"The 184-versus-187 difference cannot yet be interpreted as loss, incompleteness, or edition revision and has no demonstrated Lovejoy consequence.",compare LC finding aid/reel numbering with the NHPRC/Stanford 31-page guide before using LC as a completeness proxy,2026-08-19,https://lccn.loc.gov/mm80058172
archive_index/lovejoy_global_archive_repository_coverage_batch118_delta.csv,118,2,12,COV0059,US,Harvard University Archives HUG 1880.2xx,official_collection_and_subseries_reciprocal_search,James Haughton Woods; Russell; 1916; correspondence; HUG 1880.2xx,official HOLLIS confirms 2.79 cu ft Woods papers with correspondence to/from/about Woods and public subseries including Correspondence and other papers circa1860s-1936 and Correspondence 1865-1961; no Russell child surfaced,0,whether other Woods-Russell 1916 documents survive; physical status of Woods's outgoing offer(s) and incoming correspondence beyond the specifically intercepted 30 Jul letter,"Public HOLLIS name silence is only a description/index ceiling. For the specific 30 Jul 1916 Russell→Woods communication, independent interception evidence supplies a transmission-history reason not to expect recipient delivery; that logic cannot be generalized to other Russell letters.","request/search 1916 correspondence subseries for Russell, British Ambassador, passport, Harvard appointment, Peirce; distinguish missing specific intercepted letter from other correspondence survival",2026-08-19,https://hollisarchives.lib.harvard.edu/catalog/hua63020
archive_index/lovejoy_global_archive_repository_coverage_batch118_delta.csv,118,3,12,COV0060,US,Houghton Library Harvard MS Am 2693,official_collection_reciprocal_search,Letters to James Haughton Woods 1885-1931; Russell; 1916,"official HOLLIS confirms .1 linear feet / one box of letters and a document sent to Woods, plus a few letters between others; no Russell item exposed in public result",0,whether the collection contains Russell or 1916 Harvard appointment material,No indexed Russell hit is not absence. The collection must also stay separate from HUG1880.2xx despite common recipient.,inspect/request one-box collection for Russell and 1916 materials; compare any hit with BRACERS 3597/3598 and transmission history,2026-08-19,https://hollisarchives.lib.harvard.edu/
archive_index/lovejoy_global_archive_repository_coverage_batch118_delta.csv,118,4,12,COV0061,CA,McMaster BRACERS / Russell Archives,record_graph_and_copy_relation_audit,3597; 3598; 55840; 57120; 122538; 122539; Woods; intercepted; Harvard,BRACERS explicitly identifies 57120 as Russell's intercepted letter to Woods and 122539 as an instruction that the letter to Professor Woods of Harvard should be stopped; BRACERS 55840 is explicitly another copy of 57120; BRACERS 3598 contains the unique Kaiser sentence found in Russell's exact 30 Jul 1916 letter to Woods,0,direct BRACERS metadata crosslink between 3598 and 57120; full form/source/date fields for 55840/57120/122538/122539,"The event identity 3598↔57120 is high-confidence from unique text + recipient + published Home Office interception scholarship, but current public BRACERS Notes do not themselves explicitly say 3598=57120.","obtain full BRACERS records/printout for 3598,55840,57120,122538,122539 and collate source/form/document numbers; then establish exact manifestation hierarchy",2026-08-19,https://bracers.mcmaster.ca/bracers-notes?page=1225
archive_index/lovejoy_global_archive_repository_coverage_batch118_delta.csv,118,5,12,COV0062,UK,The National Archives Home Office HO45,parent_file_and_legacy_item_bridge,HO 45/11012/314670; Bertrand Russell; Woods; Cockerill; Troup; intercepted letter,TNA official web surface identifies HO45/11012/314670 as Home Office file on pacifist Bertrand Russell and separately exposes HO45/11012/314670/29 as a Russell letter dated 12 August; published archival history of the intercepted Woods letter cites the parent file,0,exact modern item number for the 30 Jul 1916 Russell→Woods intercepted letter and Cockerill/Troup administrative documents; relation of /29 to these records,The exposed 12 Aug item /29 cannot be equated with the 30 Jul Woods letter merely because it is in the same parent file.,"inspect/search HO45/11012/314670 item hierarchy/images for Woods, 30 July, Troup, Cockerill and the 'should be stopped' instruction; map BRACERS records to TNA items only by literal evidence",2026-08-19,https://www.nationalarchives.gov.uk/search/results/19?_q=home+office
archive_index/lovejoy_global_archive_repository_coverage_batch120_delta.csv,120,2,12,COV0065,US,Harvard University Archives UAI 5.160.x,official_presidential_recordgroup_arrangement_and_index_audit,Abbott Lawrence Lowell; President's Office; UAI 5.160.x; General Correspondence; UAI 5.160.2; 1914-1917; Russell; Woods; Spring Rice; passport; Harvard President,"official HOLLIS confirms 82 cubic feet of Lowell presidential records documenting almost every aspect of the 1909-1933 administration; General Correspondence, an Office-of-the-President-derived index, and a distinct 1914-1917 physical correspondence series are exposed; no exact Russell/Spring Rice child surfaced in the current targeted public search",0,GAL0047; British notification to Harvard President corresponding to BRACERS 122592; Russell appointment/routing files; Woods/Spring Rice correspondence,"Public literal-name/title silence is bounded to current online description. HOLLIS explicitly identifies the folder lists as secondary to the correspondence index and notes alternate/inverted index terms, so it cannot establish absence.","search UAI 5.160.2/index first for Russell, Woods, Spring Rice, British Embassy, passport, Philosophy, appointment/lecture; follow any cross-reference to 1914-1917 UAI 5.160 box/folder and inspect literal document form",2026-08-19,https://hollisarchives.lib.harvard.edu/catalog/hua03003
archive_index/lovejoy_global_archive_repository_coverage_batch120_delta.csv,120,3,12,COV0066,US,Harvard University Archives UAI 5.30,official_governance_minutes_and_index_audit,Harvard Corporation minutes; UAI 5.30; 1914-1919 index; Bertrand Russell; Woods; Philosophy; appointment,official HOLLIS confirms formal Corporation minutes in the 1827-1989 series and states that the index to 1914-1919 is separate; no Russell-specific minute has yet been exposed,0,GAL0050; formal approval or governance treatment of Russell's 1916-17 Harvard teaching appointment; cancellation/replacement action,The existence of a formal governance minute series and temporally exact index does not prove that Russell's appointment required or received a Corporation vote.,inspect the separate 1914-1919 minute index for Russell/Woods/Philosophy/appointment/instructor/lecturer terms; promote only an indexed or literal meeting-minute entry,2026-08-19,https://hollisarchives.lib.harvard.edu/catalog/hua51010
archive_index/lovejoy_global_archive_repository_coverage_batch120_delta.csv,120,4,12,COV0067,US,Harvard University Archives HU 75.25,official_serial_curriculum_control,Official register of Harvard University; HU 75.25; Volume XIII issued 1916; Bertrand Russell; Philosophy courses; 1916-1917,official HOLLIS confirms annual Official Register holdings contain course catalogs and departmental announcements and specifically exposes Volume XIII issued 1916,0,exact 1916 Russell course/instructor entry and any corrections or cancellation notice; relation to Batch119 newspaper course announcements,Serial-level/volume-level presence does not establish the exact Russell entry until Volume XIII contents are inspected; publication wording cannot establish a Corporation vote or contractual terms.,"inspect Volume XIII for Faculty of Arts and Sciences/Philosophy course announcements, Russell, Philosophy 4a/9c/21 and corrections; record issue/date/page as published institutional control",2026-08-19,https://hollisarchives.lib.harvard.edu/catalog/hua30011
archive_index/lovejoy_global_archive_repository_coverage_batch120_delta.csv,120,5,12,COV0068,US,Harvard University Archives UAI 15.896,official_personal_fonds_boundary_audit,Abbott Lawrence Lowell papers; UAI 15.896; Russell; Harvard presidency; 1916,"official HOLLIS confirms Lowell personal papers, 45 cubic feet, but describes them as chiefly documenting philanthropic activities, civic affairs and social reform rather than the President's Office administrative record stream",0,possible private Lowell copy/discussion of Russell appointment or British restriction; no exact Russell item surfaced,"Personal-fonds silence does not prove absence, but provenance/function makes UAI 15.896 lower priority than UAI 5.160.x for an instruction explicitly addressed to the President of Harvard in his official capacity.",deprioritize until UAI 5.160.x/UAI 5.30 searches are exhausted or an institutional record cross-refers to Lowell's personal files,2026-08-19,https://hollisarchives.lib.harvard.edu/catalog/hua26013
archive_index/lovejoy_global_archive_repository_coverage_batch121_delta.csv,121,2,12,COV0063,US,"The Burke Library at Union Theological Seminary, Columbia University",official_creator_fonds_plus_legacy_finding_aid_scope_reconstruction,Frederick John Foakes-Jackson; Russell; Harvard; 1916; correspondence; passport; UTS1,"Columbia's official UTS Archives page lists Foakes-Jackson among faculty/student paper collections and links to a dedicated finding aid. A preserved transcription of the 2015 Columbia finding aid identifies UTS1 as 2 boxes / 0.75 linear feet, with correspondence extending from April 1916 and a distinct 1916 appointment file; no Russell/Harvard child is exposed in the public descriptive layer currently retrieved.",0,whether the April-December 1916 correspondence contains the intervention represented by BRACERS 122550 or any direct Russell/Harvard/passport material; whether UTS presidential correspondence holds a reciprocal copy,"Public name silence is only a description ceiling. The collection is chronologically arranged and the first correspondence span begins in the exact controversy year, so a missing Russell folder title cannot be used as an absence result.","inspect/request earliest 1916 correspondence and appointment material; search literal names Russell, Harvard, Woods, Cecil, Samuel, Grey and terms passport/United States/America; if a candidate surfaces, collate date, addressee, wording and physical form with BRACERS 122550/122551 before component assignment",2026-08-19,https://library.columbia.edu/libraries/burke/special-collections/archives/uts.html
archive_index/lovejoy_global_archive_repository_coverage_batch122_delta.csv,122,2,12,COV0064,US,"The Burke Library at Union Theological Seminary, Columbia University",official_reciprocal_creator_fonds_search,Arthur Cushman McGiffert Sr.; Frederick John Foakes-Jackson; 1916; correspondence; Russell; Harvard,"Official Columbia finding aid confirms Arthur C. McGiffert Sr. papers, Bib ID 4492472, 8 boxes / 3.75 linear feet, with Series 1 Correspondence 1913-1926 covering publications, lectures, invitations to speak, institutions and personal/professional correspondence. The finding aid states McGiffert was acting president of UTS in 1916-1917. No Foakes-Jackson or Russell child was exposed by the public page/search layer used in this pass.",0,whether Series 1 contains 1916 McGiffert-Foakes-Jackson correspondence and whether any such item mentions Russell's Harvard appointment/passport controversy,Public component silence is not an absence result because the current top-level finding aid summarizes correspondence by type and selected examples rather than exposing every correspondent in the retrieved layer.,search/request Series 1 under Foakes-Jackson/Foakes/Jackson for 1916-1917; inspect adjacent acting-president institutional correspondence; only after a literal hit search Russell/Harvard/passport terms and collate against BRACERS 122550/122551,2026-08-19,https://findingaids.library.columbia.edu/ead/nnc-ut/ldpd_4492472
